uniprot,entrez,symbol
A0A3Q8UG05,NA,ND5
A0A3Q8UG06,NA,CYTB
A0A3Q8UG09,NA,ND4
A0A3Q8UG14,NA,ND5
A0A3Q8UG15,NA,ND4L
A0A3Q8UG16,NA,ND4
A0A3Q8UG22,NA,ATP8
A0A3Q8UG27,NA,COX2
A0A3Q8UG28,NA,COX1
A0A3Q8UG30,NA,CYTB
A0A3Q8UG33,NA,ND1
A0A3Q8UG48,NA,COX1
A0A3Q8UG51,NA,ND4L
A0A3Q8UG56,NA,ND4
A0A3Q8UG58,NA,ND2
A0A3Q8UGD6,NA,ND4
A0A3Q8UGE2,NA,COX3
A0A3Q8VP37,NA,HLA-B
A0A3Q9B2U3,NA,HLA-DPB1
A0A3Q9B4Q6,NA,HLA-A
A0A3Q9BIB8,NA,HLA-C
A0A3Q9CRG5,NA,COX1
A0A3Q9CRG9,NA,ND5
A0A3Q9CRH1,NA,ATP6
A0A3Q9CRK5,NA,ND4
A0A3Q9CRN1,NA,CYTB
A0A3Q9CRN4,NA,ND2
A0A3Q9CRP9,NA,COX1
A0A3Q9CRQ2,NA,COX1
A0A3Q9CRR3,NA,COX3
A0A3Q9CRR9,NA,ND4
A0A3Q9CRS0,NA,COX2
A0A3Q9CRS1,NA,ND1
A0A3Q9CRU1,NA,ND4
A0A3Q9CRU2,NA,ND4
A0A3Q9CRW0,NA,CYTB
A0A3Q9CRW8,NA,COX3
A0A3Q9CS05,NA,ND5
A0A3Q9CS11,NA,ND5
A0A3Q9CS68,NA,COX3
A0A3Q9CS80,NA,CYTB
A0A3Q9CSA5,NA,ND6
A0A3Q9CSA8,NA,ND4
A0A3Q9CSM1,NA,ATP6
A0A3Q9CSN8,NA,ND5
A0A3Q9CT10,NA,ATP6
A0A3Q9CT51,NA,COX1
A0A3Q9CTD1,NA,COX1
A0A3Q9CTK1,NA,ND2
A0A3Q9CWE7,NA,ND5
A0A3Q9CWJ8,NA,ND4L
A0A3Q9CWS3,NA,ND5
A0A3Q9CWV6,NA,ND3
A0A3Q9DAP4,NA,HLA-B
A0A3Q9JIX6,NA,E2F3
A0A3Q9JRD4,NA,HLA-B
A0A3Q9NB19,NA,TG
A0A3Q9NGA6,NA,HLA-C
A0A3Q9V906,NA,HLA-DPB1
A0A3Q9VAK5,NA,HLA-DRB1
A0A3Q9VBZ2,NA,HLA-DRB3
A0A3Q9VIX3,NA,ATP8
A0A3Q9VJ69,NA,ND1
A0A3Q9VJW3,NA,ND5
A0A3Q9VK49,NA,ND4L
A0A3Q9VKI3,NA,ND2
A0A3Q9VLF1,NA,ND5
A0A3Q9VU76,NA,HLA-DPB1
A0A3Q9VUK2,NA,HLA-B
A0A3Q9VZX6,NA,HLA-B
A0A3Q9W099,NA,HLA-B
A0A3Q9WQR3,NA,PLA2G6
A0A3Q9WTK6,NA,HLA-B
A0A3Q9WVJ8,NA,HLA-B
A0A3Q9WY35,NA,mtCOX1
A0A3Q9WY52,NA,HLA-C
A0A3Q9WYE7,NA,mtCOX2
A0A3Q9WYH3,NA,HLA-C
A0A3Q9X065,NA,mtCOX2
A0A3Q9X0B0,NA,mtCOX1
A0A3Q9X0D3,NA,HLA-B
A0A3Q9X1C4,NA,mtCOX3
A0A3Q9X1G1,NA,mtCOX1
A0A3Q9X1I9,NA,HLA-B
A0A3Q9X1R8,NA,mtCOX2
A0A3Q9X1U1,NA,HLA-B
A0A3Q9XXZ5,NA,HLA-B
A0A3S4BE58,NA,HLA-C
A0A3S4CLK6,NA,HLA-C
A0A3S4CML6,NA,HLA-DQB1
A0A3S4DEZ9,NA,HLA-DQB1
A0A3S4EUT4,NA,HLA-DRB1
A0A3S4FM70,NA,HLA-DRB1
A0A3S5HKX6,NA,COI
A0A3S5HPF6,NA,ND3
A0A3S5HPG0,NA,ND2
A0A3S5HPG2,NA,ND1
A0A3S5HPG3,NA,ND2
A0A3S5HPG9,NA,ND6
A0A3S5HPH2,NA,ND4
A0A3S5HPH8,NA,ND5
A0A3S5IBI3,NA,PLA2G6
A0A3S5WLI4,NA,FGFR3
A0A3S5WLQ3,NA,DDC
A0A3S5WLQ6,NA,DDC
A0A3S5X9H4,NA,DDC
A0A3S5X9H5,NA,DDC
A0A3S5X9H9,NA,DDC
A0A3S5X9I4,NA,DDC
A0A3S5X9I6,NA,DDC
A0A3S5XAL5,NA,FGFR3
A0A3S5XFR7,NA,DDC
A0A3S5XGB6,NA,RHCE
A0A3S5XHS3,NA,CYTB
A0A3S6A229,NA,NOD2
A0A3S6CJ90,NA,DDC
A0A3S6CJ93,NA,DDC
A0A3S6CLD8,NA,DDC
A0A3S6CLE2,NA,DDC
A0A3S6CN46,NA,DDC
A0A3S6CN52,NA,DDC
A0A3S6CPK2,NA,DDC
A0A3S6CPU7,NA,DDC
A0A3S6CPV2,NA,DDC
A0A3S6CS67,NA,DDC
A0A3S6CS78,NA,DDC
A0A3S6CTX0,NA,RHD
A0A3S6CVP2,NA,DDC
A0A3S6CVQ1,NA,DDC
A0A3S6CYS1,NA,DDC
A0A3S6CYT1,NA,RNASEK
A0A3S6D691,NA,DDC
A0A3S6D699,NA,DDC
A0A3S6EHU2,NA,COX1
A0A3S6EHU4,NA,ND5
A0A3S6EJ71,NA,CYTB
A0A3S6EJS7,NA,ND5
A0A3S6EM97,NA,ND5
A0A3S6ENQ3,NA,ND5
A0A3S6H758,NA,PRMT1
A0A3S6H761,NA,PRMT1
A0A3S6H765,NA,PRMT1
A0A3S6H767,NA,PRMT1
A0A3S6H7E4,NA,PRMT1
A0A3S6H7E9,NA,PRMT1
A0A3S6H7G3,NA,PRMT1
A0A3S6H7K8,NA,PRMT1
A0A3S6H7W7,NA,PRMT1
A0A3S6H7X4,NA,PRMT1
A0A3S6H7X9,NA,PRMT1
A0A3S6H7Y4,NA,PRMT1
A0A3S6H7Y8,NA,PRMT1
A0A3S6H7Z6,NA,PRMT1
A0A3S6H812,NA,PRMT1
A0A3S6H824,NA,PRMT1
A0A3S6H8A6,NA,PRMT1
A0A3S6H8B5,NA,PRMT1
A0A3S6H8C4,NA,KLK14
A0A3S6H8V5,NA,PRMT1
A0A3S6H8W3,NA,PRMT1
A0A3S6H942,NA,PRMT1
A0A3S6H950,NA,PRMT1
A0A3S6H960,NA,PRMT1
A0A3S6HTB9,NA,MUC16
A0A3S6REY6,NA,HLA-A
A0A3S6REZ0,NA,HLA-A
A0A3S6REZ3,NA,HLA-A
A0A3S6RF03,NA,HLA-A
A0A3S6RF10,NA,HLA-A
A0A3S6RF12,NA,HLA-A
A0A3S6RF15,NA,HLA-A
A0A3S6RF20,NA,HLA-A
A0A3S6RF24,NA,HLA-A
A0A3S6RF26,NA,HLA-A
A0A3S6RF29,NA,HLA-A
A0A3S6RF32,NA,HLA-A
A0A3S6RF33,NA,HLA-A
A0A3S6RF34,NA,HLA-A
A0A3S6RF40,NA,HLA-A
A0A3S6RF41,NA,HLA-A
A0A3S6RF43,NA,HLA-A
A0A3S6RF45,NA,HLA-A
A0A3S6RF48,NA,HLA-A
A0A3S6RF49,NA,HLA-A
A0A3S6RF51,NA,HLA-A
A0A3S6RF54,NA,HLA-A
A0A3S6RF55,NA,HLA-A
A0A3S6RF58,NA,HLA-A
A0A3S6RF59,NA,HLA-A
A0A3S6RF64,NA,HLA-A
A0A3S6RF66,NA,HLA-A
A0A3S6RF68,NA,HLA-A
A0A3S6RF85,NA,HLA-A
A0A3S6RF90,NA,HLA-A
A0A3S6RF92,NA,HLA-A
A0A3S6RFA8,NA,HLA-A
A0A3S6RFB0,NA,HLA-A
A0A3S6RFB8,NA,HLA-A
A0A3S6RFC0,NA,HLA-A
A0A3S6RFC1,NA,HLA-A
A0A3S6RFC3,NA,HLA-A
A0A3S6RFC8,NA,HLA-A
A0A3S6RFD8,NA,HLA-A
A0A3S6RFD9,NA,HLA-A
A0A3S6RFE6,NA,HLA-A
A0A3S6RFF1,NA,HLA-B
A0A3S6RFF2,NA,HLA-A
A0A3S6RFG1,NA,HLA-B
A0A3S6RFG5,NA,HLA-A
A0A3S6RFG7,NA,HLA-B
A0A3S6RFG8,NA,HLA-A
A0A3S6RFG9,NA,HLA-B
A0A3S6RFH1,NA,HLA-A
A0A3S6RFH2,NA,HLA-A
A0A3S6RFH3,NA,HLA-A
A0A3S6RFH4,NA,HLA-B
A0A3S6RFH5,NA,HLA-B
A0A3S6RFH8,NA,HLA-B
A0A3S6RFH9,NA,HLA-A
A0A3S6RFI0,NA,HLA-A
A0A3S6RFI1,NA,HLA-B
A0A3S6RFI2,NA,HLA-A
A0A3S6RFI3,NA,HLA-B
A0A3S6RFI6,NA,HLA-B
A0A3S6RFI7,NA,HLA-A
A0A3S6RFI9,NA,HLA-B
A0A3S6RFJ1,NA,HLA-A
A0A3S6RFJ2,NA,HLA-A
A0A3S6RFJ3,NA,HLA-B
A0A3S6RFJ5,NA,HLA-B
A0A3S6RFJ7,NA,HLA-A
A0A3S6RFJ8,NA,HLA-B
A0A3S6RFK1,NA,HLA-A
A0A3S6RFK2,NA,HLA-B
A0A3S6RFK4,NA,HLA-B
A0A3S6RFK6,NA,HLA-A
A0A3S6RFK7,NA,HLA-B
A0A3S6RFK8,NA,HLA-B
A0A3S6RFK9,NA,HLA-B
A0A3S6RFL3,NA,HLA-B
A0A3S6RFL4,NA,HLA-B
A0A3S6RFL7,NA,HLA-B
A0A3S6RFL8,NA,HLA-B
A0A3S6RFL9,NA,HLA-B
A0A3S6RFM0,NA,HLA-B
A0A3S6RFM5,NA,HLA-B
A0A3S6RFM7,NA,HLA-B
A0A3S6RFM8,NA,HLA-B
A0A3S6RFN0,NA,HLA-B
A0A3S6RFN3,NA,HLA-B
A0A3S6RFN7,NA,HLA-B
A0A3S6RFP6,NA,HLA-B
A0A3S6RFP8,NA,HLA-B
A0A3S6RFQ0,NA,HLA-B
A0A3S6RFQ3,NA,HLA-B
A0A3S6RFQ4,NA,HLA-B
A0A3S6RFQ6,NA,HLA-B
A0A3S6RFQ7,NA,HLA-B
A0A3S6RFR0,NA,HLA-B
A0A3S6RFR1,NA,HLA-B
A0A3S6RFR2,NA,HLA-B
A0A3S6RFR5,NA,HLA-B
A0A3S6RFS0,NA,HLA-B
A0A3S6RFS1,NA,HLA-B
A0A3S6RFS2,NA,HLA-B
A0A3S6RFS3,NA,HLA-B
A0A3S6RFS4,NA,HLA-B
A0A3S6RFT0,NA,HLA-B
A0A3S6RFT1,NA,HLA-B
A0A3S6RFT2,NA,HLA-B
A0A3S6RFT3,NA,HLA-B
A0A3S6RFT4,NA,HLA-B
A0A3S6RFT5,NA,HLA-B
A0A3S6RFU0,NA,HLA-C
A0A3S6RFU2,NA,HLA-B
A0A3S6RFU3,NA,HLA-B
A0A3S6RFU4,NA,HLA-B
A0A3S6RFU5,NA,HLA-C
A0A3S6RFU6,NA,HLA-C
A0A3S6RFV0,NA,HLA-B
A0A3S6RFV1,NA,HLA-B
A0A3S6RFV3,NA,HLA-B
A0A3S6RFV8,NA,HLA-C
A0A3S6RFV9,NA,HLA-B
A0A3S6RFW0,NA,HLA-C
A0A3S6RFW4,NA,HLA-B
A0A3S6RFW9,NA,HLA-B
A0A3S6RFX1,NA,HLA-C
A0A3S6RFX3,NA,HLA-B
A0A3S6RFX5,NA,HLA-C
A0A3S6RFX8,NA,HLA-C
A0A3S6RFZ2,NA,HLA-C
A0A3S6RFZ3,NA,HLA-B
A0A3S6RFZ7,NA,HLA-C
A0A3S6RG00,NA,HLA-C
A0A3S6RG02,NA,HLA-C
A0A3S6RG04,NA,HLA-C
A0A3S6RG05,NA,HLA-C
A0A3S6RG08,NA,HLA-B
A0A3S6RG10,NA,HLA-C
A0A3S6RG11,NA,HLA-C
A0A3S6RG16,NA,HLA-C
A0A3S6RG19,NA,HLA-C
A0A3S6RG22,NA,HLA-C
A0A3S6RG25,NA,HLA-C
A0A3S6RG26,NA,HLA-C
A0A3S6RG28,NA,HLA-C
A0A3S6RG30,NA,HLA-C
A0A3S6RG33,NA,HLA-C
A0A3S6RG34,NA,HLA-C
A0A3S6RG40,NA,HLA-C
A0A3S6RG42,NA,HLA-C
A0A3S6RG43,NA,HLA-C
A0A3S6RG44,NA,HLA-C
A0A3S6RG45,NA,HLA-C
A0A3S6RG50,NA,HLA-C
A0A3S6RG54,NA,HLA-C
A0A3S6RG60,NA,HLA-C
A0A3S6RG61,NA,HLA-C
A0A3S6RG62,NA,HLA-C
A0A3S6RG64,NA,HLA-C
A0A3S6RG66,NA,HLA-C
A0A3S6RG67,NA,HLA-C
A0A3S6RG69,NA,HLA-C
A0A3S6RG74,NA,HLA-C
A0A3S6RG78,NA,HLA-C
A0A3S6RG84,NA,HLA-C
A0A3S6RG88,NA,HLA-C
A0A3S6RG90,NA,HLA-C
A0A3S6RG93,NA,HLA-C
A0A3S6RG96,NA,HLA-C
A0A3S6RG99,NA,HLA-C
A0A3S6RGA0,NA,HLA-C
A0A3S6RGA6,NA,HLA-C
A0A3S6RGA8,NA,HLA-C
A0A3S6RGB0,NA,HLA-C
A0A3S6RGB4,NA,HLA-C
A0A3S6RGB5,NA,HLA-DRB1
A0A3S6RGB6,NA,HLA-DRB1
A0A3S6RGB8,NA,HLA-DRB1
A0A3S6RGC1,NA,HLA-C
A0A3S6RGC3,NA,HLA-DRB1
A0A3S6RGC4,NA,HLA-DRB1
A0A3S6RGC5,NA,HLA-DRB1
A0A3S6RGC6,NA,HLA-C
A0A3S6RGC9,NA,HLA-C
A0A3S6RGD1,NA,HLA-DRB1
A0A3S6RGD3,NA,HLA-DRB1
A0A3S6RGD4,NA,HLA-C
A0A3S6RGD6,NA,HLA-DRB1
A0A3S6RGE2,NA,HLA-DRB1
A0A3S6RGE5,NA,HLA-DRB1
A0A3S6RGE6,NA,HLA-DRB1
A0A3S6RGE8,NA,HLA-C
A0A3S6RGF0,NA,HLA-DRB1
A0A3S6RGF1,NA,HLA-DRB1
A0A3S6RGF2,NA,HLA-DRB1
A0A3S6RGF3,NA,HLA-DRB1
A0A3S6RGF5,NA,HLA-C
A0A3S6RGF9,NA,HLA-DRB1
A0A3S6RGG0,NA,HLA-DRB1
A0A3S6RGG1,NA,HLA-DRB1
A0A3S6RGG2,NA,HLA-DRB1
A0A3S6RGG3,NA,HLA-C
A0A3S6RGG6,NA,HLA-DRB1
A0A3S6RGG7,NA,HLA-DRB1
A0A3S6RGG8,NA,HLA-DRB1
A0A3S6RGG9,NA,HLA-C
A0A3S6RGH0,NA,HLA-DRB1
A0A3S6RGH1,NA,HLA-DRB1
A0A3S6RGH2,NA,HLA-DRB1
A0A3S6RGH3,NA,HLA-DRB1
A0A3S6RGH4,NA,HLA-DRB1
A0A3S6RGH5,NA,HLA-DRB1
A0A3S6RGH6,NA,HLA-DRB1
A0A3S6RGH7,NA,HLA-DRB1
A0A3S6RGH8,NA,HLA-DRB1
A0A3S6RGH9,NA,HLA-DRB1
A0A3S6RGI0,NA,HLA-DRB1
A0A3S6RGI2,NA,HLA-DRB1
A0A3S6RGI4,NA,HLA-DRB1
A0A3S6RGI5,NA,HLA-DRB1
A0A3S6RGI6,NA,HLA-DRB1
A0A3S6RGI7,NA,HLA-DRB1
A0A3S6RGI8,NA,HLA-DRB1
A0A3S6RGI9,NA,HLA-DRB1
A0A3S6RGJ0,NA,HLA-DRB1
A0A3S6RGJ1,NA,HLA-DRB1
A0A3S6RGJ2,NA,HLA-DRB1
A0A3S6RGJ4,NA,HLA-DRB1
A0A3S6RGJ5,NA,HLA-DRB1
A0A3S6RGJ6,NA,HLA-DRB1
A0A3S6RGJ7,NA,HLA-DRB1
A0A3S6RGJ8,NA,HLA-DRB1
A0A3S6RGJ9,NA,HLA-DRB1
A0A3S6RGK0,NA,HLA-DRB1
A0A3S6RGK1,NA,HLA-DRB1
A0A3S6RGK2,NA,HLA-DRB1
A0A3S6RGK3,NA,HLA-DRB1
A0A3S6RGK4,NA,HLA-DRB1
A0A3S6RGK5,NA,HLA-DRB1
A0A3S6RGK6,NA,HLA-DRB1
A0A3S6RGK7,NA,HLA-DRB1
A0A3S6RGK8,NA,HLA-DRB1
A0A3S6RGK9,NA,HLA-DRB1
A0A3S6RGL2,NA,HLA-DRB1
A0A3S6RGL3,NA,HLA-DRB1
A0A3S6RGL4,NA,HLA-DRB1
A0A3S6RGL5,NA,HLA-DRB1
A0A3S6RGL6,NA,HLA-DRB1
A0A3S6RGL7,NA,HLA-DRB1
A0A3S6RGL8,NA,HLA-DRB1
A0A3S6RGL9,NA,HLA-DRB1
A0A3S6RGM0,NA,HLA-DRB1
A0A3S6RGM1,NA,HLA-DRB3
A0A3S6RGM2,NA,HLA-DRB1
A0A3S6RGM4,NA,HLA-DRB1
A0A3S6RGM5,NA,HLA-DRB1
A0A3S6RGM6,NA,HLA-DRB3
A0A3S6RGM7,NA,HLA-DRB1
A0A3S6RGM8,NA,HLA-DRB1
A0A3S6RGM9,NA,HLA-DRB3
A0A3S6RGN0,NA,HLA-DRB3
A0A3S6RGN1,NA,HLA-DRB1
A0A3S6RGN2,NA,HLA-DRB1
A0A3S6RGN3,NA,HLA-DRB1
A0A3S6RGN4,NA,HLA-DRB3
A0A3S6RGN5,NA,HLA-DRB3
A0A3S6RGN6,NA,HLA-DRB1
A0A3S6RGN8,NA,HLA-DRB3
A0A3S6RGP0,NA,HLA-DRB1
A0A3S6RGP1,NA,HLA-DRB1
A0A3S6RGP2,NA,HLA-DRB1
A0A3S6RGP3,NA,HLA-DRB3
A0A3S6RGP4,NA,HLA-DRB1
A0A3S6RGP5,NA,HLA-DRB3
A0A3S6RGP6,NA,HLA-DRB1
A0A3S6RGP7,NA,HLA-DRB3
A0A3S6RGP8,NA,HLA-DRB1
A0A3S6RGP9,NA,HLA-DRB1
A0A3S6RGQ0,NA,HLA-DRB3
A0A3S6RGQ1,NA,HLA-DRB1
A0A3S6RGQ2,NA,HLA-DRB3
A0A3S6RGQ4,NA,HLA-DRB1
A0A3S6RGQ5,NA,HLA-DRB1
A0A3S6RGQ6,NA,HLA-DRB3
A0A3S6RGQ7,NA,HLA-DRB1
A0A3S6RGQ8,NA,HLA-DRB3
A0A3S6RGQ9,NA,HLA-DRB4
A0A3S6RGR1,NA,HLA-DRB3
A0A3S6RGR2,NA,HLA-DRB3
A0A3S6RGR3,NA,HLA-DRB3
A0A3S6RGR4,NA,HLA-DRB3
A0A3S6RGR5,NA,HLA-DRB3
A0A3S6RGR6,NA,HLA-DRB3
A0A3S6RGR7,NA,HLA-DRB4
A0A3S6RGR8,NA,HLA-DRB4
A0A3S6RGS0,NA,HLA-DRB1
A0A3S6RGS1,NA,HLA-DRB3
A0A3S6RGS4,NA,HLA-DRB4
A0A3S6RGS5,NA,HLA-DRB4
A0A3S6RGS6,NA,HLA-DRB3
A0A3S6RGS7,NA,HLA-DRB3
A0A3S6RGS8,NA,HLA-DRB3
A0A3S6RGS9,NA,HLA-DRB4
A0A3S6RGT0,NA,HLA-DRB3
A0A3S6RGT1,NA,HLA-DRB3
A0A3S6RGT2,NA,HLA-DRB3
A0A3S6RGT3,NA,HLA-DRB3
A0A3S6RGT4,NA,HLA-DRB3
A0A3S6RGT5,NA,HLA-DRB3
A0A3S6RGT8,NA,HLA-DRB4
A0A3S6RGU0,NA,HLA-DRB3
A0A3S6RGU1,NA,HLA-DRB4
A0A3S6RGU2,NA,HLA-DRB3
A0A3S6RGU3,NA,HLA-DRB4
A0A3S6RGU4,NA,HLA-DRB4
A0A3S6RGU5,NA,HLA-DRB3
A0A3S6RGU6,NA,HLA-DRB4
A0A3S6RGU7,NA,HLA-DRB4
A0A3S6RGU8,NA,HLA-DRB4
A0A3S6RGU9,NA,HLA-DRB4
A0A3S6RGV0,NA,HLA-DRB5
A0A3S6RGV1,NA,HLA-DRB5
A0A3S6RGV2,NA,HLA-DRB4
A0A3S6RGV4,NA,HLA-DRB5
A0A3S6RGV5,NA,HLA-DRB4
A0A3S6RGV6,NA,HLA-DRB5
A0A3S6RGV7,NA,HLA-DRB5
A0A3S6RGV9,NA,HLA-DRB5
A0A3S6RGW1,NA,HLA-DRB5
A0A3S6RGW2,NA,HLA-DRB4
A0A3S6RGW3,NA,HLA-DRB5
A0A3S6RGW4,NA,HLA-DRB5
A0A3S6RGW5,NA,HLA-DRB5
A0A3S6RGW6,NA,HLA-DRB5
A0A3S6RGW7,NA,HLA-DRB4
A0A3S6RGW8,NA,HLA-DRB5
A0A3S6RGW9,NA,HLA-DRB5
A0A3S6RGX0,NA,HLA-DRB5
A0A3S6RGX1,NA,HLA-DRB5
A0A3S6RGX2,NA,HLA-DRB5
A0A3S6RGX3,NA,HLA-DRB5
A0A3S6RGX4,NA,HLA-DRB5
A0A3S6RGX5,NA,HLA-DRB5
A0A3S6RGX7,NA,HLA-DRB5
A0A3S6RGX9,NA,HLA-DRB5
A0A3S6RGY0,NA,HLA-DRB5
A0A3S6RGY1,NA,HLA-DRB5
A0A3S6RGY2,NA,HLA-DRB5
A0A3S6RGY4,NA,HLA-DRB5
A0A3S6RGY5,NA,HLA-DQB1
A0A3S6RGY6,NA,HLA-DRB5
A0A3S6RGY7,NA,HLA-DRB5
A0A3S6RGY8,NA,HLA-DQB1
A0A3S6RGY9,NA,HLA-DRB5
A0A3S6RGZ0,NA,HLA-DQB1
A0A3S6RGZ1,NA,HLA-DRB5
A0A3S6RGZ2,NA,HLA-DQB1
A0A3S6RGZ3,NA,HLA-DRB5
A0A3S6RGZ4,NA,HLA-DQB1
A0A3S6RGZ5,NA,HLA-DQB1
A0A3S6RGZ6,NA,HLA-DQB1
A0A3S6RGZ7,NA,HLA-DQB1
A0A3S6RGZ8,NA,HLA-DRB5
A0A3S6RH00,NA,HLA-DRB5
A0A3S6RH01,NA,HLA-DQB1
A0A3S6RH02,NA,HLA-DQB1
A0A3S6RH03,NA,HLA-DQB1
A0A3S6RH05,NA,HLA-DQB1
A0A3S6RH06,NA,HLA-DQB1
A0A3S6RH08,NA,HLA-DQB1
A0A3S6RH09,NA,HLA-DQB1
A0A3S6RH10,NA,HLA-DQB1
A0A3S6RH11,NA,HLA-DQB1
A0A3S6RH12,NA,HLA-DQB1
A0A3S6RH13,NA,HLA-DQB1
A0A3S6RH14,NA,HLA-DQB1
A0A3S6RH15,NA,HLA-DQB1
A0A3S6RH16,NA,HLA-DQB1
A0A3S6RH17,NA,HLA-DQB1
A0A3S6RH18,NA,HLA-DQB1
A0A3S6RH19,NA,HLA-DQB1
A0A3S6RH20,NA,HLA-DQB1
A0A3S6RH21,NA,HLA-DQB1
A0A3S6RH22,NA,HLA-DQB1
A0A3S6RH24,NA,HLA-DQB1
A0A3S6RH25,NA,HLA-DQB1
A0A3S6RH26,NA,HLA-DQB1
A0A3S6RH27,NA,HLA-DQB1
A0A3S6RH28,NA,HLA-DQB1
A0A3S6RH30,NA,HLA-DQB1
A0A3S6RH31,NA,HLA-DQB1
A0A3S6RH33,NA,HLA-DQB1
A0A3S6RH34,NA,HLA-DQB1
A0A3S6RH35,NA,HLA-DQB1
A0A3S6RH36,NA,HLA-DQB1
A0A3S6RH37,NA,HLA-DQB1
A0A3S6RH38,NA,HLA-DQB1
A0A3S6RH39,NA,HLA-DQB1
A0A3S6RH40,NA,HLA-DQB1
A0A3S6RH41,NA,HLA-DQB1
A0A3S6RH42,NA,HLA-DQB1
A0A3S6RH43,NA,HLA-DQB1
A0A3S6RH44,NA,HLA-DQB1
A0A3S6RH45,NA,HLA-DQB1
A0A3S6RH47,NA,HLA-DQB1
A0A3S6RH48,NA,HLA-DQB1
A0A3S6RH49,NA,HLA-DQB1
A0A3S6RH50,NA,HLA-DQB1
A0A3S6RH51,NA,HLA-DQB1
A0A3S6RH53,NA,HLA-DQB1
A0A3S6RH54,NA,HLA-DQB1
A0A3S6RH56,NA,HLA-DQB1
A0A3S6RH57,NA,HLA-DQB1
A0A3S6RH58,NA,HLA-DQB1
A0A3S6RH59,NA,HLA-DQB1
A0A3S6RH60,NA,HLA-DQB1
A0A3S6RH61,NA,HLA-DQB1
A0A3S6RH62,NA,HLA-DQB1
A0A3S6RH63,NA,HLA-DQB1
A0A3S6RH64,NA,HLA-DQB1
A0A3S6RH65,NA,HLA-DQB1
A0A3S6RH66,NA,HLA-DQB1
A0A3S6RH67,NA,HLA-DQB1
A0A3S6RH68,NA,HLA-DQB1
A0A3S6RH69,NA,HLA-DQB1
A0A3S6RH70,NA,HLA-DQB1
A0A3S6RH71,NA,HLA-DQB1
A0A3S6RH72,NA,HLA-DQB1
A0A3S6RH73,NA,HLA-DQB1
A0A3S6RH75,NA,HLA-DQB1
A0A3S6RH76,NA,HLA-DQB1
A0A3S6RH77,NA,HLA-DQB1
A0A3S6RH78,NA,HLA-DQB1
A0A3S6RH79,NA,HLA-DQB1
A0A3S6RH80,NA,HLA-DQB1
A0A3S6RH83,NA,HLA-DQB1
A0A3S6RH84,NA,HLA-DQB1
A0A3S6RH85,NA,HLA-DQB1
A0A3S6RH86,NA,HLA-DPB1
A0A3S6RH87,NA,HLA-DQB1
A0A3S6RH88,NA,HLA-DQB1
A0A3S6RH89,NA,HLA-DQB1
A0A3S6RH90,NA,HLA-DQB1
A0A3S6RH91,NA,HLA-DPB1
A0A3S6RH92,NA,HLA-DPB1
A0A3S6RH93,NA,HLA-DPB1
A0A3S6RH94,NA,HLA-DQB1
A0A3S6RH95,NA,HLA-DPB1
A0A3S6RH96,NA,HLA-DQB1
A0A3S6RH97,NA,HLA-DPB1
A0A3S6RHA0,NA,HLA-DPB1
A0A3S6RHA1,NA,HLA-DPB1
A0A3S6RHA2,NA,HLA-DPB1
A0A3S6RHA3,NA,HLA-DQB1
A0A3S6RHA4,NA,HLA-DPB1
A0A3S6RHA6,NA,HLA-DPB1
A0A3S6RHA7,NA,HLA-DPB1
A0A3S6RHA9,NA,HLA-DPB1
A0A3S6RHB0,NA,HLA-DPB1
A0A3S6RHB1,NA,HLA-DPB1
A0A3S6RHB2,NA,HLA-DPB1
A0A3S6RHB3,NA,HLA-DPB1
A0A3S6RHB4,NA,HLA-DPB1
A0A3S6RHB5,NA,HLA-DPB1
A0A3S6RHB6,NA,HLA-DPB1
A0A3S6RHB8,NA,HLA-DPB1
A0A3S6RHB9,NA,HLA-DPB1
A0A3S6RHC0,NA,HLA-DPB1
A0A3S6RHC1,NA,HLA-DPB1
A0A3S6RHC2,NA,HLA-DPB1
A0A3S6RHC4,NA,HLA-DPB1
A0A3S6RHC6,NA,HLA-DPB1
A0A3S6RHC7,NA,HLA-DPB1
A0A3S6RHC8,NA,HLA-DPB1
A0A3S6RHC9,NA,HLA-DPB1
A0A3S6RHD1,NA,HLA-DPB1
A0A3S6RHD2,NA,HLA-DPB1
A0A3S6RHD3,NA,HLA-DPB1
A0A3S6RHD4,NA,HLA-DPB1
A0A3S6RHD5,NA,HLA-DPB1
A0A3S6RHD6,NA,HLA-DPB1
A0A3S6RHD8,NA,HLA-DPB1
A0A3S6RHD9,NA,HLA-DPB1
A0A3S6RHE0,NA,HLA-DPB1
A0A3S6RHE1,NA,HLA-DPB1
A0A3S6RHE2,NA,HLA-DPB1
A0A3S6RHE3,NA,HLA-DPB1
A0A3S6RHE5,NA,HLA-DPB1
A0A3S6RHE6,NA,HLA-DPB1
A0A3S6RHE7,NA,HLA-DPB1
A0A3S6RHE8,NA,HLA-DPB1
A0A3S6RHE9,NA,HLA-DPB1
A0A3S6RHF1,NA,HLA-DPB1
A0A3S6RHF2,NA,HLA-DPB1
A0A3S6RHF3,NA,HLA-DPB1
A0A3S6RHF4,NA,HLA-DPB1
A0A3S6RHF6,NA,HLA-DPB1
A0A3S6RHF8,NA,HLA-DPB1
A0A3S6RHF9,NA,HLA-DPB1
A0A3S6RHG0,NA,HLA-DPB1
