uniprot,entrez,symbol
L8E922,NA,USO1
L8E925,NA,CHST6
L8E926,NA,PSIP1
L8E928,NA,MYOM1
L8E929,NA,SSH2
L8E931,NA,BCAN
L8E933,NA,ZIM3
L8E934,NA,NAE1
L8E935,NA,MRPS14
L8E937,NA,IFT122
L8E939,NA,DMD
L8E940,NA,TIA1
L8E941,NA,CDKN2A
L8E943,NA,ITLN2
L8E944,NA,ZDHHC6
L8E945,NA,KDM5C
L8E947,NA,ZNF418
L8E948,NA,IQCH
L8E950,NA,FADS2
L8E952,NA,RAB3C
L8E953,NA,RANBP17
L8E954,NA,SMCR7
L8E957,NA,ZNF649
L8E958,NA,DOCK11
L8E961,NA,CAMKV
L8E962,NA,FRA10AC1
L8E964,NA,ARHGAP42
L8E965,NA,NOL12
L8E968,NA,IGSF11
L8E969,NA,DMBT1
L8E970,NA,ZFHX4
L8E973,NA,UBE2E2
L8E974,NA,TAF7L
L8E975,NA,CCDC111
L8E978,NA,TCP11L2
L8E979,NA,MYO19
L8E981,NA,SNX33
L8E983,NA,LRP2
L8E984,NA,C17orf28
L8E985,NA,IL17RE
L8E987,NA,HERC2
L8E988,NA,KCNAB1
L8E989,NA,STK33
L8E990,NA,LPAR2
L8E992,NA,ST6GAL1
L8E993,NA,ZFYVE9
L8E994,NA,ANKS6
L8E996,NA,HUWE1
L8E997,NA,SPTLC2
L8E998,NA,UBR1
L8E999,NA,FPGS
L8E9A0,NA,RASL10A
L8E9A1,NA,GRIK2
L8E9A2,NA,NBR1
L8E9A3,NA,SEL1L
L8E9A5,NA,KLF7
L8E9A6,NA,PKHD1L1
L8E9A7,NA,RBM8A
L8E9A8,NA,KCTD10
L8E9A9,NA,MLLT11
L8E9B0,NA,ZNF598
L8E9B1,NA,CTLA4
L8E9B2,NA,FBXL12
L8E9B4,NA,MED22
L8E9B5,NA,C12orf39
L8E9B6,NA,MAGEA8
L8E9B7,NA,ZSCAN1
L8E9B8,NA,MTERFD2
L8E9B9,NA,YES1
L8E9C0,NA,SLC8A3
L8E9C2,NA,LAMA1
L8E9C3,NA,GPR144
L8E9C5,NA,IDO2
L8E9C6,NA,MRE11A
L8E9C7,NA,ABCD1
L8E9D0,NA,TRIM13
L8E9D1,NA,ZNRF1
L8E9D3,NA,FANCA
L8E9D4,NA,BRE
L8E9D5,NA,MANBA
L8E9D7,NA,IDS
L8E9D8,NA,NMUR1
L8E9D9,NA,MED8
L8E9E1,NA,ATP5H
L8E9E2,NA,FAM75D3
L8E9E3,NA,SLC12A1
L8E9E5,NA,ARFGEF2
L8E9E6,NA,SOD1
L8E9E7,NA,LOC100131738
L8E9E9,NA,LGALS8
L8E9F0,NA,C2orf40
L8E9F1,NA,LOC100128430
L8E9F2,NA,RPP40
L8E9F3,NA,RYR1
L8E9F5,NA,TTBK1
L8E9F6,NA,CD6
L8E9F7,NA,LOC339803
L8E9F8,NA,INSM2
L8E9G0,NA,GABRB3
L8E9G1,NA,SERINC3
L8E9G2,NA,DYZ1L5
L8E9G3,NA,TXNDC17
L8E9G5,NA,NQO1
L8E9G6,NA,SCN3A
L8E9G8,NA,LOC100287534
L8E9G9,NA,TNS4
L8E9H0,NA,RPL22
L8E9H2,NA,DTNA
L8E9H3,NA,THBS3
L8E9H4,NA,LOC100289218
L8E9H5,NA,ZNF175
L8E9H6,NA,ZNF658
L8E9H7,NA,TWISTNB
L8E9I0,NA,CDC14B
L8E9I1,NA,NXPH3
L8E9I3,NA,TRIM67
L8E9I4,NA,TTYH2
L8E9I5,NA,BRD3
L8E9I8,NA,SPIN2B
L8E9I9,NA,ACRC
L8E9J1,NA,ILF3
L8E9J3,NA,OLFM2
L8E9J4,NA,CADPS2
L8E9J5,NA,OR2F1
L8E9J7,NA,GPR78
L8E9J9,NA,C10orf120
L8E9K0,NA,CTNNA3
L8E9K1,NA,DIS3L
L8E9K3,NA,ZNF260
L8E9K4,NA,CEP95
L8E9K5,NA,CYTH4
L8E9K8,NA,ADAMTS16
L8E9K9,NA,DSPP
L8E9L0,NA,DCUN1D2
L8E9L3,NA,LOXHD1
L8E9L4,NA,OPN3
L8E9L6,NA,NR3C1
L8E9L7,NA,WDR63
L8E9L9,NA,IL20RA
L8E9M0,NA,GYLTL1B
L8E9M2,NA,RYR2
L8E9M3,NA,CKAP2L
L8E9M5,NA,PCLO
L8E9M6,NA,SRSF5
L8E9M8,NA,WBP2NL
L8E9M9,NA,ATP11B
L8E9N1,NA,PIKFYVE
L8E9N3,NA,PRKAG2
L8E9N4,NA,SDC3
L8E9N5,NA,ABCA13
L8E9N8,NA,AQR
L8E9N9,NA,NPHP3
L8E9P0,NA,FAM18A
L8E9P2,NA,KIR3DL3
L8E9P4,NA,KIAA0319
L8E9P5,NA,UNC13C
L8E9P7,NA,KCNMB3
L8E9P8,NA,KLHL21
L8E9P9,NA,C2orf54
L8E9Q0,NA,HLA-B
L8E9Q2,NA,LIN9
L8E9Q3,NA,CNKSR2
L8E9Q4,NA,ZNF30
L8E9Q5,NA,TRIM65
L8E9Q8,NA,MYH15
L8E9Q9,NA,NEGR1
L8E9R0,NA,PAQR5
L8E9R3,NA,KIAA0913
L8E9R4,NA,UBR7
L8E9R5,NA,ADAM10
L8E9R8,NA,CUL9
L8E9R9,NA,TRAPPC6B
L8E9S0,NA,PABPC4L
L8E9S2,NA,COBL
L8E9S3,NA,PDZD2
L8E9S5,NA,VPS53
L8E9S6,NA,WWC1
L8E9S7,NA,DCAF11
L8E9T0,NA,SLC2A5
L8E9T2,NA,ANGEL1
L8E9T3,NA,MYLK3
L8E9T4,NA,ATPBD4
L8E9T7,NA,HPN
L8E9T8,NA,SKIV2L2
L8E9T9,NA,EYS
L8E9U1,NA,ZNF804A
L8E9U3,NA,GEMIN5
L8E9U4,NA,C13orf38
L8E9U6,NA,LONRF2
L8E9U8,NA,SENP6
L8E9U9,NA,ELF1
L8E9V0,NA,KIAA0889
L8E9V2,NA,IFT172
L8E9V3,NA,ANK2
L8E9V4,NA,CRB1
L8E9V7,NA,C2CD4A
L8E9V8,NA,NBAS
L8E9V9,NA,CHD1
L8E9W2,NA,LOC100130520
L8E9W3,NA,EREG
L8E9W4,NA,FAM82B
L8E9W5,NA,LOC100129033
L8E9W8,NA,HP1BP3
L8E9W9,NA,GPR39
L8E9X0,NA,LOC731605
L8E9X2,NA,CTDSPL2
L8E9X3,NA,CD19
L8E9X4,NA,LOC283486
L8E9X7,NA,LOC100287164
L8E9X8,NA,CSPG4
L8E9X9,NA,FAM198B
L8E9Y3,NA,ENPEP
L8E9Y5,NA,WDR1
L8E9Y8,NA,FOXO1
L8E9Z1,NA,STAB2
L8E9Z3,NA,HRC
L8E9Z6,NA,MBTD1
L8E9Z7,NA,AFF3
L8EA00,NA,TTC27
L8EA03,NA,YTHDF1
L8EA04,NA,MMP13
L8EA08,NA,ODC1
L8EA09,NA,SSH3
L8EA13,NA,IARS2
L8EA14,NA,PSAP
L8EA17,NA,EXD2
L8EA19,NA,RAD23B
L8EA22,NA,FAM21B
L8EA23,NA,SORL1
L8EA27,NA,NIPSNAP3B
L8EA29,NA,SSRP1
L8EA32,NA,ERMAP
L8EA34,NA,TDGF1
L8EA38,NA,WNK1
L8EA39,NA,WNT2
L8EA41,NA,TMCO1
L8EA44,NA,DEK
L8EA46,NA,CCNJ
L8EA48,NA,KLF11
L8EA50,NA,CHST7
L8EA53,NA,AP3B1
L8EA54,NA,GPR137
L8EA58,NA,GALNT4
L8EA60,NA,SLC17A7
L8EA63,NA,TNFRSF10A
L8EA67,NA,AP1G2
L8EA71,NA,DCTN1
L8EA73,NA,PLXDC1
L8EA76,NA,KIAA1211
L8EA77,NA,NEURL
L8EA82,NA,MIB1
L8EA86,NA,WDR48
L8EA89,NA,USP28
L8EA92,NA,ASPH
L8EA94,NA,RET
L8EA98,NA,PCTP
L8EAA2,NA,C4orf41
L8EAA4,NA,EPHA7
L8EAA6,NA,JUP
L8EAA9,NA,TAF1
L8EAB0,NA,CDH23
L8EAB4,NA,EIF1AY
L8EAB5,NA,NSD1
L8EAB8,NA,DLG5
L8EAC0,NA,SMURF2
L8EAC1,NA,TJP2
L8EAC5,NA,KLC2
L8EAC6,NA,CDH6
L8EAC9,NA,VPS33A
L8EAD1,NA,GRAMD3
L8EAD2,NA,PIP4K2A
L8EAD3,NA,KDELC1
L8EAD6,NA,CBFA2T2
L8EAD7,NA,DHX40
L8EAE0,NA,ADRBK2
L8EAE2,NA,C13orf34
L8EAE3,NA,EPHA1
L8EAE5,NA,PLEKHH3
L8EAE7,NA,PDIA3
L8EAE8,NA,WDR26
L8EAF1,NA,NCL
L8EAF3,NA,ZEB1
L8EAF7,NA,NAALAD2
L8EAF9,NA,PPP1R14C
L8EAG2,NA,LAMA5
L8EAG4,NA,CHST9
L8EAG6,NA,ARPC1B
L8EAG9,NA,CDH20
L8EAH0,NA,CD96
L8EAH4,NA,UCHL3
L8EAH5,NA,PCDHGA3
L8EAH8,NA,PEG3
L8EAI0,NA,CAP1
L8EAI3,NA,POLR3F
L8EAI7,NA,NUDT16L1
L8EAJ0,NA,KHDRBS3
L8EAJ2,NA,ACTL7B
L8EAJ4,NA,SNTB2
L8EAJ7,NA,PARD6G
L8EAJ9,NA,GCN1L1
L8EAK0,NA,MYPN
L8EAK2,NA,ZNF16
L8EAK4,NA,MYO18B
L8EAK5,NA,UTRN
L8EAK7,NA,RNFT2
L8EAK9,NA,ABCB8
L8EAL0,NA,RBM17
L8EAL3,NA,NID2
L8EAL4,NA,NEK9
L8EAL7,NA,TRIM3
L8EAL9,NA,FBXW2
L8EAM1,NA,DOCK7
L8EAM2,NA,FBXL7
L8EAM4,NA,TPSG1
L8EAM5,NA,PKD1L2
L8EAM8,NA,EGLN2
L8EAN0,NA,RBM15B
L8EAN1,NA,SEPT4
L8EAN3,NA,BAZ2B
L8EAN4,NA,PTPRS
L8EAN5,NA,ODZ1
L8EAN7,NA,PCSK6
L8EAN9,NA,WDR85
L8EAP0,NA,ARHGEF16
L8EAP1,NA,FGD4
L8EAP2,NA,ZKSCAN5
L8EAP3,NA,MARVELD2
L8EAP5,NA,MICAL2
L8EAP7,NA,SCARF1
L8EAP9,NA,CLINT1
L8EAQ1,NA,WDR65
L8EAQ2,NA,RIMS3
L8EAQ4,NA,VPS13B
L8EAQ6,NA,TRANK1
L8EAQ8,NA,ZNF585A
L8EAR0,NA,ZNF507
L8EAR1,NA,DNAJC18
L8EAR3,NA,MLXIP
L8EAR4,NA,COL22A1
L8EAR6,NA,RALGAPA1
L8EAR7,NA,IP6K1
L8EAR9,NA,ERP44
L8EAS0,NA,MDGA1
L8EAS1,NA,ZZEF1
L8EAS2,NA,KCNH1
L8EAS3,NA,ATP11A
L8EAS4,NA,COL23A1
L8EAS5,NA,ANKRD52
L8EAS6,NA,SASH1
L8EAS8,NA,PILRB
L8EAS9,NA,PPP1R13B
L8EAT0,NA,ZNF792
L8EAT2,NA,ABI3BP
L8EAT3,NA,PPM1A
L8EAT5,NA,PNKD
L8EAT6,NA,TMEM105
L8EAT8,NA,POLDIP2
L8EAT9,NA,BTLA
L8EAU1,NA,CHST15
L8EAU2,NA,ZNF438
L8EAU4,NA,RD3
L8EAU5,NA,YBX2
L8EAU7,NA,BTNL3
L8EAU8,NA,COMMD10
L8EAV0,NA,ACACA
L8EAV1,NA,PLCE1
L8EAV3,NA,OTUD4
L8EAV5,NA,CLEC12A
L8EAV7,NA,DEF8
L8EAV9,NA,LOC729722
L8EAW0,NA,LOC100134423
L8EAW2,NA,DKFZp686L13185
L8EAW4,NA,RNF181
L8EAW6,NA,DYZ1L9
L8EAW7,NA,PRKAG3
L8EAW9,NA,ARMCX4
L8EAX0,NA,FREM3
L8EAX2,NA,ARID1B
L8EAX5,NA,NOTCH1
L8EAX8,NA,ANKRD10
L8EAY1,NA,TBC1D8B
L8EAY4,NA,RAB20
L8EAY6,NA,RUFY2
L8EAY9,NA,TSR1
L8EAZ2,NA,USP40
L8EAZ5,NA,CNDP2
L8EAZ8,NA,EAPP
L8EB00,NA,KIAA1704
L8EB01,NA,TNRC6C
L8EB04,NA,APBB1IP
L8EB07,NA,ABCA7
L8EB08,NA,HLA-DQA1
L8EB11,NA,TM9SF3
L8EB13,NA,RHD
L8EB14,NA,PARP6
L8EB17,NA,LZTFL1
L8EB19,NA,C15orf17
L8EB22,NA,RIMKLB
L8EB25,NA,ARHGAP21
L8EB28,NA,PITPNM2
L8EB30,NA,ZFP14
L8EB32,NA,COL14A1
L8EB35,NA,RBM25
L8EB38,NA,BCORL1
L8EB40,NA,GALNT11
L8EB43,NA,ELTD1
L8EB46,NA,ZFP106
L8EB49,NA,AEN
L8EB52,NA,METTL4
L8EB55,NA,FRY
L8EB58,NA,LYNX1
L8EB61,NA,C6orf106
L8EB63,NA,GALNT12
L8EB66,NA,KIAA0319L
L8EB70,NA,MYO19
L8EB72,NA,KLHL15
L8EB75,NA,GJA9
L8EB78,NA,PUS7L
L8EB83,NA,GRWD1
L8EB86,NA,AGAP3
L8EBA1,NA,GPR98
L8EBA6,NA,HPS3
L8EBA8,NA,OSBPL6
L8EBB0,NA,CARD6
L8EBB2,NA,RAPSN
L8EBB5,NA,SPRYD3
L8EBB6,NA,TNFRSF6B
L8EBB9,NA,COL2A1
L8EBC2,NA,SOX6
L8EBC3,NA,TRERF1
L8EBC6,NA,TMEM123
L8EBC7,NA,CCNE2
L8EBD0,NA,PRRC2A
L8EBD2,NA,PAQR8
L8EBD4,NA,LRRC16B
L8EBD6,NA,SPPL3
L8EBD9,NA,RHEBL1
L8EBE0,NA,TET3
L8EBE2,NA,OSBPL9
L8EBE3,NA,C20orf196
L8EBE5,NA,SPRED1
L8EBE6,NA,NANP
L8EBE8,NA,SLC44A5
L8EBF0,NA,NFXL1
L8EBF2,NA,SVEP1
L8EBF5,NA,LIX1L
L8EBF6,NA,SLITRK4
L8EBF9,NA,PLBD2
L8EBG2,NA,SLC9A9
L8EBG4,NA,RAB37
L8EBG7,NA,PPARD
L8EBH0,NA,SESTD1
L8EBH1,NA,NCAM1
L8EBH2,NA,NSFL1C
L8EBH4,NA,FLT4
L8EBH5,NA,EML5
L8EBH7,NA,CSMD3
L8EBH8,NA,C18orf34
L8EBI0,NA,USP4
L8EBI2,NA,USP50
L8EBI3,NA,LOC729444
L8EBI5,NA,LOC100129699
L8EBI7,NA,LOC100129118
L8EBI8,NA,OTOGL
L8EBJ0,NA,DYZ1L14
L8EBJ2,NA,LOC730535
L8EBJ3,NA,LOC644366
L8EC45,NA,BDKRB2
L8EC46,NA,APP
L8EC47,NA,KHDRBS3
L8EC48,NA,SLCO1C1
L8EC49,NA,C19orf57
L8EC50,NA,LCE1E
L8EC51,NA,LOC100129969
L8EC52,NA,SGCA
L8EC53,NA,F7
L8EC54,NA,HMGCL
L8EC55,NA,RPE65
L8EC56,NA,CSF2RB
L8EC57,NA,FUT2
L8EC58,NA,CYP3A5
L8EC59,NA,NQO1
L8EC60,NA,PTGIS
L8EC61,NA,C1orf173
L8EC62,NA,ZCCHC16
L8EC63,NA,MAPKAP1
L8EC64,NA,CDKL4
L8EC65,NA,C1QL3
L8EC66,NA,ABI1
L8EC67,NA,DGKK
L8EC68,NA,SH3PXD2B
L8EC69,NA,ITPRIPL2
L8EC70,NA,HEPACAM2
L8EC71,NA,ZBTB8A
L8EC72,NA,MIER1
L8EC73,NA,CC2D2A
L8EC74,NA,PLSCR5
L8EC75,NA,ODZ4
L8EC76,NA,FMN1
L8EC77,NA,SYNPO
L8EC78,NA,IGF1
L8EC79,NA,VPS53
L8EC80,NA,ELMOD3
L8EC81,NA,CASP8AP2
L8EC82,NA,DENND1B
L8EC83,NA,TTC26
L8EC84,NA,UBE2Q2
L8EC85,NA,FKBP5
L8EC86,NA,CASQ2
L8EC87,NA,EIF4B
L8EC88,NA,GDI1
L8EC89,NA,CAV1
L8EC90,NA,CSNK1E
L8EC91,NA,EGF
L8EC92,NA,FDPS
L8EC93,NA,HIVEP1
L8EC94,NA,KPNA1
L8EC95,NA,MMP1
L8EC96,NA,NID1
L8EC97,NA,PFDN4
L8EC98,NA,PZP
L8EC99,NA,SMARCD1
L8ECA0,NA,SPTBN1
L8ECA1,NA,TFAM
L8ECA2,NA,VDAC1
L8ECA3,NA,ZNF132
L8ECA4,NA,DYRK2
L8ECA5,NA,APOL1
L8ECA6,NA,IRS2
L8ECA7,NA,RGS11
L8ECA8,NA,MCM3AP
L8ECA9,NA,DMD
L8ECB0,NA,CHRNA6
L8ECB1,NA,ARRB2
L8ECB2,NA,DVL3
L8ECB3,NA,SPOCK1
L8ECB4,NA,MAP3K6
L8ECB5,NA,LARGE
L8ECB6,NA,ZFYVE9
L8ECB7,NA,POLR1C
L8ECB8,NA,NR5A1
L8ECB9,NA,CNTN2
L8ECC0,NA,OXSR1
L8ECC1,NA,DNASE1
L8ECC2,NA,GFRA1
L8ECC3,NA,MAGEA8
L8ECC4,NA,MAFB
L8ECC5,NA,LAMA1
L8ECC6,NA,PTPRU
L8ECC7,NA,USPL1
L8ECC8,NA,MAP3K1
L8ECC9,NA,ENPP2
L8ECD0,NA,SEC23A
L8ECD1,NA,STAMBP
L8ECD2,NA,IGF2BP1
L8ECD3,NA,ME3
L8ECD4,NA,CDH10
L8ECD5,NA,SERINC3
L8ECD6,NA,PMEL
L8ECD7,NA,TCHH
L8ECD8,NA,PICALM
L8ECD9,NA,AP4E1
L8ECE0,NA,CLCA4
L8ECE1,NA,RYBP
L8ECE2,NA,GMEB2
L8ECE3,NA,UHRF1
L8ECE4,NA,TNPO2
L8ECE5,NA,CELSR1
L8ECE6,NA,SMPX
L8ECE7,NA,SLC39A1
L8ECE8,NA,ZNF229
L8ECE9,NA,ZNF592
L8ECF0,NA,KDM4A
L8ECF1,NA,SLK
L8ECF2,NA,CEP350
L8ECF3,NA,NAV3
L8ECF4,NA,ENPP4
L8ECF5,NA,RIMS1
L8ECF6,NA,ZNF609
L8ECF7,NA,GLT25D2
L8ECF8,NA,KIAA0556
L8ECF9,NA,DMXL2
L8ECG0,NA,KIAA1109
L8ECG1,NA,MXRA5
L8ECG2,NA,GEMIN5
L8ECG3,NA,SENP6
L8ECG4,NA,CHST15
L8ECG5,NA,CAMK2A
L8ECG6,NA,WNT16
L8ECG7,NA,FBXO40
L8ECG8,NA,ABI3
L8ECG9,NA,POLA1
L8ECH0,NA,PLXNA3
L8ECH1,NA,DIRAS2
L8ECH2,NA,GATAD2A
L8ECH3,NA,SMPD4
L8ECH4,NA,UBE2R2
L8ECH5,NA,TTC12
L8ECH6,NA,RBM28
L8ECH7,NA,ETNK2
L8ECH8,NA,OGFOD1
L8ECH9,NA,STYK1
L8ECI0,NA,LRP1B
L8ECI1,NA,YIPF1
L8ECI2,NA,PCDH18
L8ECI3,NA,C1orf183
L8ECI4,NA,UGGT1
L8ECI5,NA,C11orf30
L8ECI6,NA,SLC17A6
L8ECI7,NA,PPP2R2C
L8ECI8,NA,HEG1
L8ECI9,NA,SORCS2
L8ECJ0,NA,OSBPL8
L8ECJ1,NA,CALCOCO1
L8ECJ2,NA,GINS1
L8ECJ3,NA,NTN4
L8ECJ4,NA,C4orf41
L8ECJ5,NA,NXF3
L8ECJ6,NA,GOLPH3
L8ECJ7,NA,MMP25
L8ECJ8,NA,HIPK2
L8ECJ9,NA,USP46
L8ECK0,NA,JMJD4
L8ECK1,NA,AACS
L8ECK2,NA,TAF1D
L8ECK3,NA,SLC12A8
L8ECK4,NA,CBLL1
L8ECK5,NA,ZNF606
L8ECK6,NA,COL18A1
L8ECK7,NA,S1PR5
L8ECK8,NA,OR12D3
L8ECK9,NA,CALN1
L8ECL0,NA,C1QTNF2
L8ECL1,NA,C1orf124
L8ECL2,NA,HPS3
L8ECL3,NA,OSBPL6
L8ECL4,NA,MYPN
L8ECL5,NA,PAPOLA
L8ECL6,NA,C9orf100
L8ECL7,NA,RAB11FIP4
L8ECL8,NA,FGF1
L8ECL9,NA,RASL10B
L8ECM0,NA,IL33
L8ECM1,NA,GALNT13
L8ECM2,NA,FAM167A
L8ECM3,NA,DYNLL2
L8ECM4,NA,PTPRT
L8ECM5,NA,KIAA2013
L8ECM6,NA,PNPLA5
L8ECM7,NA,TAF6
L8ECM8,NA,ARHGAP36
L8ECM9,NA,NFX1
L8ECN0,NA,C20orf132
L8ECN1,NA,RASEF
L8ECN2,NA,PLD5
L8ECN3,NA,KHDRBS2
L8ECN4,NA,KBTBD6
L8ECN5,NA,ENPP6
L8ECN6,NA,FAM71A
L8ECN7,NA,NFATC1
L8ECN8,NA,HECTD2
L8ECN9,NA,C20orf197
L8ECP0,NA,SYT9
L8ECP1,NA,DUOX1
L8ECP2,NA,PTPDC1
L8ECP3,NA,NCAM1
L8ECP4,NA,TMTC3
L8ECP5,NA,CREB5
L8ECP6,NA,NBPF11
L8ECP7,NA,CD247
L8ECP8,NA,DHX57
L8ECP9,NA,ADAMTS18
L8ECQ0,NA,HDLBP
L8ECQ1,NA,LOC442572
L8ECQ2,NA,LOC100134052
L8ECQ3,NA,LOC100128009
L8ECQ4,NA,LOC100287944
L8ECQ5,NA,DYZ1L13
L8ECQ6,NA,LOC100294360
L8ECQ7,NA,C10orf112
M0QWZ6,NA,CFAP221
M0QWZ7,NA,SARS2
M0QWZ8,NA,ZNF550
M0QX01,NA,TNNT1
M0QX02,NA,ZNF667
M0QX03,NA,FKRP
M0QX04,NA,SNRNP70
M0QX05,NA,PLEKHG2
M0QX06,NA,IL12RB1
M0QX09,NA,CCDC155
M0QX10,NA,NUP62
M0QX12,NA,RASAL3
M0QX13,NA,NUP62
M0QX14,NA,TUBB4A
M0QX15,NA,ANKLE1
M0QX16,NA,ZNF773
M0QX17,NA,ZNF548
M0QX19,NA,ZNF613
M0QX21,NA,ZNF418
M0QX22,NA,KLK15
M0QX27,NA,PLAUR
M0QX29,NA,SARS2
M0QX30,NA,EPS15L1
M0QX31,NA,ZNF91
M0QX32,NA,NPAS1
M0QX37,NA,MAP1S
M0QX38,NA,NOTCH3
M0QX40,NA,ABHD8
M0QX42,NA,SHKBP1
M0QX43,NA,DHPS
M0QX44,NA,SLC1A5
M0QX45,NA,SAMD4B
M0QX46,NA,CRTC1
M0QX47,NA,GMFG
M0QX48,NA,EPHX3
M0QX49,NA,PNKP
M0QX50,NA,PLD3
M0QX51,NA,AKAP8
M0QX52,NA,MAPRE2
M0QX53,NA,PTOV1
M0QX56,NA,IRF3
M0QX57,NA,KLK3
M0QX58,NA,B3GNT3
M0QX59,NA,ZNF415
M0QX60,NA,AURKC
M0QX61,NA,CD79A
M0QX63,NA,ZNF547
M0QX64,NA,NUP62
M0QX65,NA,SAE1
M0QX66,NA,PGPEP1
M0QX67,NA,NMRK2
M0QX68,NA,PSG3
M0QX69,NA,UBE2M
M0QX70,NA,SMG9
M0QX71,NA,GRWD1
M0QX72,NA,COLGALT1
M0QX73,NA,NOP53
M0QX74,NA,KXD1
M0QX76,NA,RPS16
M0QX77,NA,PLCG1
M0QX79,NA,ERF
M0QX80,NA,ETHE1
M0QX81,NA,DMAC2
M0QX83,NA,PLA2G4C
M0QX84,NA,GLMN
M0QX85,NA,NOSIP
M0QX86,NA,ZNF544
M0QX87,NA,ZNF671
M0QX88,NA,VRK3
M0QX89,NA,SIPA1L3
M0QX90,NA,ZNF649
M0QX92,NA,TRPM4
M0QX95,NA,FAM129C
M0QX96,NA,ZNF320
M0QX98,NA,CEACAM5
M0QX99,NA,PLD3
M0QXA1,NA,GTPBP3
M0QXA2,NA,TBC1D17
M0QXA4,NA,SHKBP1
M0QXA6,NA,DPP9
M0QXA8,NA,SPIB
M0QXA9,NA,IZUMO2
M0QXB0,NA,LSM4
M0QXB1,NA,LIPE
M0QXB3,NA,ZNF418
M0QXB5,NA,ETHE1
M0QXB8,NA,ZNF682
M0QXC1,NA,ACP7
M0QXC2,NA,GMFG
M0QXC3,NA,TIMM50
M0QXC4,NA,MPND
M0QXC5,NA,NAPSA
M0QXC6,NA,PRKD2
M0QXC7,NA,ZNF134
M0QXC8,NA,IRF3
M0QXC9,NA,FBL
M0QXD0,NA,MCOLN1
M0QXD1,NA,FCHO1
M0QXD3,NA,FPR2
M0QXD4,NA,DDX49
M0QXD5,NA,PIH1D1
M0QXD6,NA,GTF2F1
M0QXD7,NA,VRK3
M0QXD9,NA,PLEKHA4
M0QXE1,NA,KLHL26
M0QXE2,NA,ZNF548
M0QXE4,NA,ZNF611
M0QXE6,NA,POLD1
M0QXE8,NA,MAP1S
M0QXE9,NA,CLPP
M0QXF0,NA,ZNF616
M0QXF1,NA,MAMSTR
M0QXF2,NA,ATP1A3
M0QXF3,NA,ZNF264
M0QXF6,NA,GRIK5
M0QXF7,NA,MYDGF
M0QXF8,NA,WIZ
M0QXF9,NA,BCAT2
M0QXG1,NA,PEG3
M0QXG3,NA,ZNF430
M0QXG4,NA,PPP2R1A
M0QXG5,NA,SRRM1
M0QXG6,NA,DPP9
M0QXG8,NA,GLMN
M0QXG9,NA,BABAM1
M0QXH0,NA,TXN2
M0QXH1,NA,RABAC1
M0QXH3,NA,CPAMD8
M0QXH4,NA,HAS1
M0QXH5,NA,ZNF546
M0QXH7,NA,PNPLA6
M0QXH8,NA,ZIM2
M0QXH9,NA,ZNF417
M0QXI0,NA,FLT3LG
M0QXI2,NA,ZNF43
M0QXI3,NA,ZIM2
M0QXI4,NA,ZNF766
M0QXI5,NA,DPP9
M0QXI6,NA,RUVBL2
M0QXJ0,NA,ZSCAN18
M0QXJ3,NA,PLEKHA4
M0QXJ6,NA,CAPN12
M0QXJ9,NA,DMPK
M0QXK0,NA,DNAJB1
M0QXK2,NA,SNRPA
M0QXK3,NA,FAM129C
M0QXK4,NA,RPS19
M0QXK5,NA,MPND
M0QXK6,NA,MAP1S
M0QXK7,NA,DEDD2
M0QXK8,NA,CA11
M0QXL1,NA,PPP1R15A
M0QXL2,NA,ZNF85
M0QXL4,NA,SERTAD3
M0QXL5,NA,FBL
M0QXL7,NA,ZNF208
M0QXL8,NA,FBN3
M0QXL9,NA,PRRG2
M0QXM0,NA,ZNF83
M0QXM2,NA,OCEL1
M0QXM4,NA,SLC1A5
M0QXM5,NA,LIPE
M0QXM7,NA,ZNF675
M0QXM8,NA,EGLN2
M0QXM9,NA,TIMM44
M0QXN0,NA,ERF
M0QXN1,NA,EMP3
M0QXN2,NA,STRN4
M0QXN3,NA,ZNF549
M0QXN4,NA,DPP9
M0QXN5,NA,NUP62
M0QXN6,NA,CRTC1
M0QXN8,NA,ZNF114
M0QXN9,NA,KXD1
M0QXP0,NA,MYO9B
M0QXP1,NA,DBP
M0QXP2,NA,PSG3
M0QXP3,NA,KXD1
M0QXP5,NA,SYMPK
M0QXP7,NA,PRR19
M0QXQ0,NA,ZNF486
M0QXQ2,NA,POLD1
M0QXQ3,NA,INSL3
M0QXQ4,NA,NUMBL
M0QXQ6,NA,ZNF611
M0QXQ7,NA,KLK2
M0QXQ9,NA,MAP1S
M0QXR0,NA,EGLN2
M0QXR3,NA,MDN1
M0QXR4,NA,C19orf54
M0QXR5,NA,CEACAM3
M0QXR6,NA,ZNF546
M0QXR8,NA,ZNF347
M0QXR9,NA,C19orf44
M0QXS0,NA,EMP3
M0QXS3,NA,GINS2
M0QXS4,NA,CCDC97
M0QXS5,NA,HNRNPL
M0QXS6,NA,PAFAH1B3
M0QXS7,NA,ECH1
M0QXT0,NA,USF2
M0QXT1,NA,FARP1
M0QXT2,NA,DHPS
M0QXT3,NA,CCDC155
M0QXT4,NA,ZNF493
M0QXT5,NA,PLVAP
M0QXT6,NA,NKG7
M0QXT7,NA,PHLDB3
M0QXT8,NA,FKRP
M0QXU1,NA,ZNF675
M0QXU2,NA,MYO1F
M0QXU3,NA,ZNF28
